,experiment_id,section_thickness,specimen_id,plane,gene,gene_name,chromosome_id,entrez_id,genomic_reference_update_id,homologene_id,organism_id
1271,74047924,25,72962232,coronal,Stx3,syntaxin 3,45.0,20908.0,491928275.0,80191.0,2
1272,74750043,25,74495221,coronal,Zkscan16,zinc finger with KRAB and SCAN domains 16,49.0,100041581.0,491928275.0,26419.0,2
1273,77371861,25,77281694,coronal,Klhl36,kelch-like 36,53.0,234796.0,491928275.0,32598.0,2
1274,77340458,25,77238051,coronal,Soga1,"suppressor of glucose, autophagy associated 1",47.0,320706.0,491928275.0,52382.0,2
1275,75988557,25,75343464,coronal,Nxf7,nuclear RNA export factor 7,57.0,170722.0,491928275.0,88604.0,2
1276,76085747,25,75720920,coronal,Smarca2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",45.0,67155.0,491928275.0,2308.0,2
1277,75042269,25,74865111,coronal,Lcat,lecithin cholesterol acyltransferase,53.0,16816.0,491928275.0,68042.0,2
1278,74750054,25,74495221,coronal,Cacng7,"calcium channel, voltage-dependent, gamma subunit 7",52.0,81904.0,491928275.0,12895.0,2
1279,74750077,25,74510837,coronal,Atp11c,"ATPase, class VI, type 11C",57.0,320940.0,491928275.0,27862.0,2
1280,74363335,25,73521874,coronal,Prune2,prune homolog 2 (Drosophila),45.0,353211.0,491928275.0,18939.0,2
1281,74272052,25,72962240,coronal,Map7d2,MAP7 domain containing 2,57.0,78283.0,491928275.0,45149.0,2
1282,77887874,25,77561820,coronal,Nnat,neuronatin,47.0,18111.0,491928275.0,36176.0,2
1283,75043136,25,74865115,coronal,Stard9,START domain containing 9,47.0,668880.0,491928275.0,,2
1284,74750075,25,74510837,coronal,Grb10,growth factor receptor bound protein 10,36.0,14783.0,491928275.0,3882.0,2
1285,75774665,25,75195194,coronal,Zfp932,zinc finger protein 932,50.0,69504.0,491928275.0,,2
1286,75774110,25,75195186,coronal,Sh3bp4,SH3-domain binding protein 4,34.0,98402.0,491928275.0,8726.0,2
1287,75079746,25,74878309,coronal,Vegfb,vascular endothelial growth factor B,45.0,22340.0,491928275.0,87131.0,2
1288,75043144,25,74865119,coronal,Tmem11,transmembrane protein 11,36.0,216821.0,491928275.0,2879.0,2
1289,74658247,25,74343241,coronal,Neil3,nei like 3 (E. coli),53.0,234258.0,491928275.0,10094.0,2
1290,74658245,25,74343241,coronal,P4hb,"prolyl 4-hydroxylase, beta polypeptide",36.0,18453.0,491928275.0,55495.0,2
1291,74272038,25,72962236,coronal,Draxin,dorsal inhibitory axon guidance protein,49.0,70433.0,491928275.0,19233.0,2
1292,75774112,25,75195194,coronal,Tmem168,transmembrane protein 168,51.0,101118.0,491928275.0,11202.0,2
1293,75551477,25,75064115,coronal,P2rx7,"purinergic receptor P2X, ligand-gated ion channel, 7",50.0,18439.0,491928275.0,1925.0,2
1294,75551476,25,75064115,coronal,Glra4,"glycine receptor, alpha 4 subunit",57.0,14657.0,491928275.0,69070.0,2
1295,75043142,25,74865119,coronal,S1pr1,sphingosine-1-phosphate receptor 1,48.0,13609.0,491928275.0,1071.0,2
1296,75890835,25,75195287,coronal,P2rx1,"purinergic receptor P2X, ligand-gated ion channel, 1",36.0,18436.0,491928275.0,1921.0,2
1297,75774672,25,75195198,coronal,Ptk2,PTK2 protein tyrosine kinase 2,41.0,14083.0,491928275.0,7314.0,2
1298,75077152,25,74865195,coronal,Prl2c2,"prolactin family 2, subfamily c, member 2",39.0,18811.0,491928275.0,40763.0,2
1299,74819234,25,74553251,coronal,Cxcl13,chemokine (C-X-C motif) ligand 13,50.0,55985.0,491928275.0,48431.0,2
1300,79908799,25,79398735,coronal,Foxb1,forkhead box B1,54.0,64290.0,491928275.0,8138.0,2
1301,75077203,25,74865195,coronal,Dpp6,dipeptidylpeptidase 6,50.0,13483.0,491928275.0,22560.0,2
1302,74819245,25,74553327,coronal,Kcne4,"potassium voltage-gated channel, Isk-related subfamily, gene 4",34.0,57814.0,491928275.0,10959.0,2
1303,74511997,25,73620101,coronal,C130021I20Rik,Riken cDNA C130021I20 gene,47.0,100504399.0,491928275.0,,2
1304,74512007,25,73633888,coronal,Cacna1i,"calcium channel, voltage-dependent, alpha 1I subunit",41.0,239556.0,491928275.0,69331.0,2
1305,74512048,25,73633892,coronal,Nefh,"neurofilament, heavy polypeptide",36.0,380684.0,491928275.0,40755.0,2
1306,74512038,25,73633892,coronal,Cks2,CDC28 protein kinase regulatory subunit 2,39.0,66197.0,491928275.0,86883.0,2
1307,74272930,25,72965028,coronal,Papl,iron/zinc purple acid phospatase-like,52.0,101744.0,491928275.0,23924.0,2
1308,74272894,25,72963884,coronal,Scube1,"signal peptide, CUB domain, EGF-like 1",41.0,64706.0,491928275.0,11224.0,2
1309,75774666,25,75195317,coronal,Hpd,4-hydroxyphenylpyruvic acid dioxygenase,50.0,15445.0,491928275.0,1620.0,2
1310,75774676,25,75195266,coronal,Gdap1l1,ganglioside-induced differentiation-associated protein 1-like 1,47.0,228858.0,491928275.0,11426.0,2
1311,75774678,25,75195266,coronal,Susd4,sushi domain containing 4,34.0,96935.0,491928275.0,23062.0,2
1312,75043148,25,74865142,coronal,7420498E04Rik*,RIKEN cDNA 7420498E04 gene (non-RefSeq),,,,,2
1313,74819246,25,74553327,coronal,Fam210a,"family with sequence similarity 210, member A",44.0,108654.0,491928275.0,34981.0,2
1314,74819247,25,74553327,coronal,S100pbp,S100P binding protein,49.0,74648.0,491928275.0,81892.0,2
1315,74581372,25,73633956,coronal,Ccdc37,coiled-coil domain containing 37,51.0,243538.0,491928275.0,18456.0,2
1316,74272917,25,72965028,coronal,Col5a3,"collagen, type V, alpha 3",54.0,53867.0,491928275.0,9253.0,2
1317,75774668,25,75195317,coronal,Fam65a,"family with sequence similarity 65, member A",53.0,75687.0,491928275.0,11564.0,2
1318,75774671,25,75195317,coronal,Tmem246,transmembrane protein 246,49.0,67063.0,491928275.0,12080.0,2
1319,74819241,25,74553725,coronal,Ttc27,tetratricopeptide repeat domain 27,43.0,74196.0,491928275.0,41191.0,2
1320,74819239,25,74553725,coronal,Fn3krp,fructosamine 3 kinase related protein,36.0,238024.0,491928275.0,11093.0,2
1321,74581375,25,73633956,coronal,Rtn4rl2,reticulon 4 receptor-like 2,47.0,269295.0,491928275.0,18683.0,2
1322,74274689,25,72967192,coronal,Bhlhb9,"basic helix-loop-helix domain containing, class B9",57.0,70237.0,491928275.0,12739.0,2
1323,74273117,25,72966804,coronal,Pitrm1,pitrilysin metallepetidase 1,39.0,69617.0,491928275.0,5742.0,2
1324,74272920,25,72965028,coronal,Igfbp3,insulin-like growth factor binding protein 3,36.0,16009.0,491928275.0,500.0,2
1325,77874616,25,77591283,coronal,Prune2,prune homolog 2 (Drosophila),45.0,353211.0,491928275.0,18939.0,2
1326,75774687,25,75195207,coronal,Rps15,ribosomal protein S15,35.0,20054.0,491928275.0,110643.0,2
1327,75774677,25,75195266,coronal,Arhgdia,Rho GDP dissociation inhibitor (GDI) alpha,36.0,192662.0,491928275.0,908.0,2
1328,75147760,25,75037027,coronal,Nrn1,neuritin 1,39.0,68404.0,491928275.0,9577.0,2
1329,74581378,25,73633970,coronal,Cnnm2,cyclin M2,45.0,94219.0,491928275.0,9761.0,2
1330,74273122,25,72970664,coronal,Col16a1,"collagen, type XVI, alpha 1",49.0,107581.0,491928275.0,1397.0,2
1331,2737,25,702462,coronal,Ywhab,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide",47.0,54401.0,491928275.0,20724.0,2
1332,70560328,25,69837595,coronal,Brs3,bombesin-like receptor 3,57.0,12209.0,491928275.0,1307.0,2
1333,77332100,25,77238039,coronal,Anxa6,annexin A6,36.0,11749.0,491928275.0,55558.0,2
1334,75888748,25,75195283,coronal,Grin2c,"glutamate receptor, ionotropic, NMDA2C (epsilon 3)",36.0,14813.0,491928275.0,647.0,2
1335,75551470,25,75063998,coronal,Gabrr1,"gamma-aminobutyric acid (GABA) C receptor, subunit rho 1",49.0,14408.0,491928275.0,20470.0,2
1336,75147766,25,75037014,coronal,Kcnd3,"potassium voltage-gated channel, Shal-related family, member 3",48.0,56543.0,491928275.0,21036.0,2
1337,75147769,25,75037014,coronal,Cdk8,cyclin-dependent kinase 8,50.0,264064.0,491928275.0,55565.0,2
1338,74818623,25,74553733,coronal,Ccdc91,coiled-coil domain containing 91,51.0,67015.0,491928275.0,10131.0,2
1339,74581384,25,73633987,coronal,Ngf,nerve growth factor,48.0,18049.0,491928275.0,1876.0,2
1340,74581394,25,73633987,coronal,Pltp,phospholipid transfer protein,47.0,18830.0,491928275.0,4536.0,2
1341,74357549,25,73425078,coronal,Peg10,paternally expressed 10,51.0,170676.0,491928275.0,116067.0,2
1342,74357560,25,73425187,coronal,Rps15a,ribosomal protein S15A,52.0,267019.0,491928275.0,128371.0,2
1343,74357561,25,73425187,coronal,1110007C09Rik,RIKEN cDNA 1110007C09 gene,39.0,68480.0,491928275.0,12269.0,2
1344,74274683,25,72970664,coronal,Gckr,glucokinase regulatory protein,50.0,231103.0,491928275.0,1139.0,2
1345,75888752,25,75195283,coronal,Chrnb1,"cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)",36.0,11443.0,491928275.0,594.0,2
1346,75888751,25,75195283,coronal,P2rx3,"purinergic receptor P2X, ligand-gated ion channel, 3",47.0,228139.0,491928275.0,1922.0,2
1347,75774679,25,75195266,coronal,Nup93,nucleoporin 93,53.0,71805.0,491928275.0,40971.0,2
1348,75650860,25,75064011,coronal,Vat1l,vesicle amine transport protein 1 homolog-like (T. californica),53.0,270097.0,491928275.0,10855.0,2
1349,75147768,25,75037014,coronal,Col5a1,"collagen, type V, alpha 1",47.0,12831.0,491928275.0,55434.0,2
1350,74819230,25,74553733,coronal,Tomm20,translocase of outer mitochondrial membrane 20 homolog (yeast),53.0,67952.0,491928275.0,44649.0,2
1351,74581410,25,73633995,coronal,Mettl24,methyltransferase like 24,35.0,327747.0,491928275.0,65335.0,2
1352,2639,25,702872,coronal,Stc1,stanniocalcin 1,40.0,20855.0,491928275.0,2374.0,2
1353,75934915,25,75428042,coronal,Capns1,"calpain, small subunit 1",52.0,12336.0,491928275.0,1327.0,2
1354,70560277,25,69784790,coronal,S100a10,S100 calcium binding protein A10 (calpactin),48.0,20194.0,491928275.0,2228.0,2
1355,70560278,25,69784790,coronal,Gpr165,G protein-coupled receptor 165,57.0,76206.0,491928275.0,85287.0,2
1356,75774683,25,75195207,coronal,Nucb2,nucleobindin 2,52.0,53322.0,491928275.0,3676.0,2
1357,75651203,25,75064058,coronal,Kcnj14,"potassium inwardly-rectifying channel, subfamily J, member 14",52.0,211480.0,491928275.0,27086.0,2
1358,75651192,25,75064058,coronal,Csk,c-src tyrosine kinase,54.0,12988.0,491928275.0,55818.0,2
1359,75988622,25,75448844,coronal,Dgkb,"diacylglycerol kinase, beta",37.0,217480.0,491928275.0,37875.0,2
1360,74819255,25,74553737,coronal,Atp1b2,"ATPase, Na+/K+ transporting, beta 2 polypeptide",36.0,11932.0,491928275.0,36075.0,2
1361,772,25,702463,coronal,Pcp4,Purkinje cell protein 4,42.0,18546.0,491928275.0,4519.0,2
1362,77866900,25,77529358,coronal,Lef1,lymphoid enhancer binding factor 1,48.0,16842.0,491928275.0,7813.0,2
1363,76115737,25,75448857,coronal,Nol4,nucleolar protein 4,44.0,319211.0,491928275.0,36142.0,2
1364,75988600,25,75448844,coronal,B3gnt2,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",36.0,53625.0,491928275.0,4797.0,2
1365,74641113,25,73651972,coronal,Nav2,neuron navigator 2,52.0,78286.0,491928275.0,52330.0,2
1366,74641161,25,73651972,coronal,Mm.86217,Unigene Mm.86217,,,,,2
1367,74641159,25,73651972,coronal,Gca,grancalcin,47.0,227960.0,491928275.0,22702.0,2
1368,74641162,25,73651972,coronal,Osbpl8,oxysterol binding protein-like 8,35.0,237542.0,491928275.0,68813.0,2
1369,76115738,25,75448857,coronal,Ntrk3,"neurotrophic tyrosine kinase, receptor, type 3",52.0,18213.0,491928275.0,49183.0,2
1370,75774682,25,75195207,coronal,Atpif1,ATPase inhibitory factor 1,49.0,11983.0,491928275.0,40581.0,2
1371,74819536,25,74580301,coronal,Impg2,interphotoreceptor matrix proteoglycan 2,42.0,224224.0,491928275.0,9439.0,2
1372,77,25,702620,coronal,Adcy4,adenylate cyclase 4,40.0,104110.0,491928275.0,23149.0,2
1373,1247,25,702468,coronal,Map3k7cl,Map3k7 C-terminal like,42.0,224419.0,491928275.0,23198.0,2
1374,77868713,25,77529362,coronal,Hcrtr1,hypocretin (orexin) receptor 1,49.0,230777.0,491928275.0,37492.0,2
1375,75651202,25,75064058,coronal,Dtnbp1,dystrobrevin binding protein 1,39.0,94245.0,491928275.0,12037.0,2
1376,74819487,25,74580293,coronal,Axin2,axin2,36.0,12006.0,491928275.0,3420.0,2
1377,75773701,25,75180188,coronal,Spsb4,splA/ryanodine receptor domain and SOCS box containing 4,54.0,211949.0,491928275.0,25315.0,2
1378,75651161,25,75064045,coronal,Tmem91,transmembrane protein 91,52.0,320208.0,491928275.0,108152.0,2
1379,75551460,25,75064102,coronal,Chrna2,"cholinergic receptor, nicotinic, alpha polypeptide 2 (neuronal)",40.0,110902.0,491928275.0,20193.0,2
1380,75551463,25,75064102,coronal,P2rx6,"purinergic receptor P2X, ligand-gated ion channel, 6",42.0,18440.0,491928275.0,3975.0,2
1381,75651163,25,75064045,coronal,Fezf2,Fez family zinc finger 2,40.0,54713.0,491928275.0,9957.0,2
1382,75147764,25,75037048,coronal,Kcnk2,"potassium channel, subfamily K, member 2",34.0,16526.0,491928275.0,7794.0,2
1383,75147763,25,75037048,coronal,Scml4,sex comb on midleg-like 4 (Drosophila),35.0,268297.0,491928275.0,18262.0,2
1384,74641311,25,73651988,coronal,Ldb2,LIM domain binding 2,50.0,16826.0,491928275.0,989.0,2
1385,75651169,25,75064301,coronal,Rprm,"reprimo, TP53 dependent G2 arrest mediator candidate",47.0,67874.0,491928275.0,10524.0,2
1386,75651167,25,75064301,coronal,Mfsd6,major facilitator superfamily domain containing 6,34.0,98682.0,491928275.0,9784.0,2
1387,74819330,25,74565871,coronal,Strada,STE20-related kinase adaptor alpha,36.0,72149.0,491928275.0,12448.0,2
1388,75650865,25,75064193,coronal,Neurod1,neurogenic differentiation 1,47.0,18012.0,491928275.0,1871.0,2
1389,75650864,25,75064193,coronal,Dusp6,dual specificity phosphatase 6,35.0,67603.0,491928275.0,55621.0,2
1390,74819695,25,74625610,coronal,Stmn2,stathmin-like 2,48.0,20257.0,491928275.0,5102.0,2
1391,75651168,25,75064301,coronal,Smdt1,single-pass membrane protein with aspartate rich tail 1,41.0,69029.0,491928275.0,14110.0,2
1392,74819652,25,74625606,coronal,Gpx2,glutathione peroxidase 2,37.0,14776.0,491928275.0,20479.0,2
1393,75749416,25,75078679,coronal,Gcg,glucagon,47.0,14526.0,491928275.0,1553.0,2
1394,75988635,25,75448928,coronal,Sorcs3,sortilin-related VPS10 domain containing receptor 3,45.0,66673.0,491928275.0,8986.0,2
1395,75774106,25,75078679,coronal,Tmem206,transmembrane protein 206,34.0,66950.0,491928275.0,10097.0,2
1396,75651138,25,75064248,coronal,Cntfr,ciliary neurotrophic factor receptor,49.0,12804.0,491928275.0,9619.0,2
1397,77887884,25,77561824,coronal,Csdc2,"cold shock domain containing C2, RNA binding",41.0,105859.0,491928275.0,8701.0,2
1398,77869794,25,77561850,coronal,Foxa1,forkhead box A1,37.0,15375.0,491928275.0,3307.0,2
1399,77869820,25,77561850,coronal,Vstm2b,V-set and transmembrane domain containing 2B,52.0,58188.0,491928275.0,10970.0,2
1400,77869867,25,77561854,coronal,Prkcq,"protein kinase C, theta",47.0,18761.0,491928275.0,21263.0,2
1401,75988632,25,75448928,coronal,Nrxn1,neurexin I,43.0,18189.0,491928275.0,21005.0,2
1402,75988633,25,75448928,coronal,Tagln3,transgelin 3,42.0,56370.0,491928275.0,22337.0,2
1403,74819681,25,74625606,coronal,Gbas,glioblastoma amplified sequence,50.0,14467.0,491928275.0,1137.0,2
1404,74819696,25,74625610,coronal,Tgfbr2,"transforming growth factor, beta receptor II",54.0,21813.0,491928275.0,2435.0,2
1405,75651223,25,75078577,coronal,Sytl4,synaptotagmin-like 4,57.0,27359.0,491928275.0,8454.0,2
1406,74881158,25,74625622,coronal,Mycl,"v-myc myelocytomatosis viral oncogene homolog, lung carcinoma derived (avian)",49.0,16918.0,491928275.0,3921.0,2
1407,74881159,25,74625622,coronal,Lancl1,LanC (bacterial lantibiotic synthetase component C)-like 1,34.0,14768.0,491928275.0,4417.0,2
1408,74657923,25,73817974,coronal,Thbs3,thrombospondin 3,48.0,21827.0,491928275.0,5159.0,2
1409,75651228,25,75078577,coronal,Slc27a1,"solute carrier family 27 (fatty acid transporter), member 1",53.0,26457.0,491928275.0,8063.0,2
1410,74641323,25,73806603,coronal,Ttpal,tocopherol (alpha) transfer protein-like,47.0,76080.0,491928275.0,41562.0,2
1411,75749771,25,75180161,coronal,Cd164,CD164 antigen,35.0,53599.0,491928275.0,38129.0,2
1412,75749772,25,75180161,coronal,Efr3a,EFR3 homolog A (S. cerevisiae),41.0,76740.0,491928275.0,44222.0,2
1413,74881134,25,74625618,coronal,Stoml1,stomatin-like 1,54.0,69106.0,491928275.0,31265.0,2
1414,75774674,25,75195198,coronal,Hspbp1,"HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1",52.0,66245.0,491928275.0,40827.0,2
1415,77869842,25,77561816,coronal,Tgfb2,"transforming growth factor, beta 2",34.0,21808.0,491928275.0,2432.0,2
1416,75826557,25,75195198,coronal,Chrm5,"cholinergic receptor, muscarinic 5",47.0,213788.0,491928275.0,22697.0,2
1417,75774114,25,75195194,coronal,Sult1a1,"sulfotransferase family 1A, phenol-preferring, member 1",52.0,20887.0,491928275.0,128224.0,2
1418,74881516,25,74657066,coronal,Actb,"actin, beta",50.0,11461.0,491928275.0,110648.0,2
1419,74881503,25,74657066,coronal,Pptc7,PTC7 protein phosphatase homolog (S. cerevisiae),50.0,320717.0,491928275.0,6100.0,2
1420,75749418,25,75078679,coronal,Grik3,"glutamate receptor, ionotropic, kainate 3",49.0,14807.0,491928275.0,73901.0,2
1421,74881156,25,74625720,coronal,Epdr1,ependymin related protein 1 (zebrafish),39.0,105298.0,491928275.0,9714.0,2
1422,74881146,25,74625720,coronal,Itm2a,integral membrane protein 2A,57.0,16431.0,491928275.0,31269.0,2
1423,75749741,25,75180145,coronal,Clcn5,chloride channel 5,57.0,12728.0,491928275.0,73872.0,2
1424,75773511,25,75180083,coronal,Scg5,secretogranin V,47.0,20394.0,491928275.0,130635.0,2
1425,75773512,25,75180083,coronal,Nicn1,nicolin 1,54.0,66257.0,491928275.0,11936.0,2
1426,74882787,25,74703367,coronal,Ptprs,"protein tyrosine phosphatase, receptor type, S",43.0,19280.0,491928275.0,20626.0,2
1427,74882788,25,74703367,coronal,Purg,purine-rich element binding protein G,53.0,75029.0,491928275.0,22747.0,2
1428,74882196,25,74703391,coronal,Cyp4v3,"cytochrome P450, family 4, subfamily v, polypeptide 3",53.0,102294.0,491928275.0,70433.0,2
1429,74882195,25,74703391,coronal,Creg2,cellular repressor of E1A-stimulated genes 2,34.0,263764.0,491928275.0,17827.0,2
1430,75749773,25,75180161,coronal,Deptor,DEP domain containing MTOR-interacting protein,41.0,97998.0,491928275.0,32551.0,2
1431,75773706,25,75180188,coronal,Ppp1r1a,"protein phosphatase 1, regulatory (inhibitor) subunit 1A",41.0,58200.0,491928275.0,4905.0,2
1432,75773703,25,75180188,coronal,Mri1,methylthioribose-1-phosphate isomerase homolog (S. cerevisiae),53.0,67873.0,491928275.0,7160.0,2
1433,74882636,25,74703362,coronal,Itga5,integrin alpha 5 (fibronectin receptor alpha),41.0,16402.0,491928275.0,20508.0,2
1434,74658032,25,73989623,coronal,Sun2,Sad1 and UNC84 domain containing 2,41.0,223697.0,491928275.0,9113.0,2
1435,75773704,25,75180188,coronal,Ntpcr,"nucleoside-triphosphatase, cancer-related",53.0,66566.0,491928275.0,11989.0,2
1436,77874608,25,77591283,coronal,Cyp39a1,"cytochrome P450, family 39, subfamily a, polypeptide 1",43.0,56050.0,491928275.0,9580.0,2
1437,75651224,25,75078577,coronal,Sirt2,sirtuin 2,52.0,64383.0,491928275.0,40823.0,2
1438,74882227,25,74703345,coronal,Fnip2,folliculin interacting protein 2,48.0,329679.0,491928275.0,46417.0,2
1439,74882616,25,74703362,coronal,Hspb6,"heat shock protein, alpha-crystallin-related, B6",52.0,243912.0,491928275.0,36931.0,2
1440,74658043,25,73989623,coronal,Dgki,"diacylglycerol kinase, iota",51.0,320127.0,491928275.0,37956.0,2
1441,2299,25,702851,coronal,Hoxb13,homeobox B13,36.0,15408.0,491928275.0,4640.0,2
1442,308,25,702480,coronal,Cxcl12,chemokine (C-X-C motif) ligand 12,51.0,20315.0,491928275.0,507.0,2
1443,266,25,702465,coronal,Chst2,carbohydrate sulfotransferase 2,54.0,54371.0,491928275.0,3150.0,2
1444,2501,25,702468,coronal,Pnrc1,proline-rich nuclear receptor coactivator 1,49.0,108767.0,491928275.0,4960.0,2
1445,74882808,25,74703371,coronal,Npvf,neuropeptide VF precursor,51.0,60531.0,491928275.0,11064.0,2
1446,74882915,25,74703371,coronal,Scd3,stearoyl-coenzyme A desaturase 3,45.0,30049.0,491928275.0,56437.0,2
1447,2470,25,702468,coronal,Pcsk1,proprotein convertase subtilisin/kexin type 1,39.0,18548.0,491928275.0,379.0,2
1448,1158,25,702464,coronal,Atp5o,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit",42.0,28080.0,491928275.0,1283.0,2
1449,1508,25,702464,coronal,Lmx1b,LIM homeobox transcription factor 1 beta,47.0,16917.0,491928275.0,55648.0,2
1450,74957909,25,74703375,coronal,Uggt1,UDP-glucose glycoprotein glucosyltransferase 1,34.0,320011.0,491928275.0,10586.0,2
