experiment_id,section_thickness,specimen_id,plane,gene,gene_name,chromosome_id,entrez_id,genomic_reference_update_id,homologene_id,organism_id
69885582,25,69434159,sagittal,Snph,syntaphilin,47.0,241727.0,491928275.0,8817.0,2
69816763,25,69434109,sagittal,Rb1,retinoblastoma 1,40.0,19645.0,491928275.0,272.0,2
68302257,25,67964728,sagittal,C6,complement component 6,41.0,12274.0,491928275.0,47.0,2
69873845,25,69426112,sagittal,Slc1a6,"solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6",35.0,20513.0,491928275.0,21055.0,2
1078,25,702694,sagittal,Rsph1,radial spoke head 1 homolog (Chlamydomonas),43.0,22092.0,491928275.0,11905.0,2
68744128,25,68678105,sagittal,Mrgpra2b,"MAS-related GPR, member A2B",52.0,235712.0,491928275.0,79615.0,2
69015703,25,68602810,sagittal,Glb1,"galactosidase, beta 1",54.0,12091.0,491928275.0,47922.0,2
67936384,25,356691,sagittal,1110051M20Rik,RIKEN cDNA 1110051M20 gene,47.0,228356.0,491928275.0,11471.0,2
68321904,25,67965063,sagittal,Golga7,"golgi autoantigen, golgin subfamily a, 7",53.0,57437.0,491928275.0,9385.0,2
68321982,25,67965076,sagittal,Rps15,ribosomal protein S15,35.0,20054.0,491928275.0,110643.0,2
2346,25,702753,sagittal,Kdelr3,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3,41.0,105785.0,491928275.0,68533.0,2
1073,25,702633,sagittal,Trim28,tripartite motif-containing 28,52.0,21849.0,491928275.0,21175.0,2
69528082,25,69154279,sagittal,Bap1,Brca1 associated protein 1,40.0,104416.0,491928275.0,3421.0,2
68744092,25,68678085,sagittal,Snrpg,small nuclear ribonucleoprotein polypeptide G,51.0,68011.0,491928275.0,37730.0,2
68744146,25,68678109,sagittal,Wdr5b,WD repeat domain 5B,42.0,69544.0,491928275.0,41307.0,2
68744158,25,68678109,sagittal,Ms4a6c,"membrane-spanning 4-domains, subfamily A, member 6C",45.0,73656.0,491928275.0,130765.0,2
68744152,25,68678109,sagittal,Stmnd1,stathmin domain containing 1,39.0,380842.0,491928275.0,54416.0,2
69012723,25,68615505,sagittal,Ppie,peptidylprolyl isomerase E (cyclophilin E),49.0,56031.0,491928275.0,38142.0,2
68341460,25,67965076,sagittal,Ybx1,Y box protein 1,49.0,22608.0,491928275.0,88707.0,2
68341693,25,67965076,sagittal,Cab39l,calcium binding protein 39-like,40.0,69008.0,491928275.0,69422.0,2
69530726,25,69154283,sagittal,Unc80,unc-80 homolog (C. elegans),34.0,329178.0,491928275.0,122243.0,2
69028378,25,68602830,sagittal,Bbs2,Bardet-Biedl syndrome 2 (human),53.0,67378.0,491928275.0,12122.0,2
1737,25,702881,sagittal,Gpc6,glypican 6,40.0,23888.0,491928275.0,55922.0,2
1733,25,702879,sagittal,Gng11,"guanine nucleotide binding protein (G protein), gamma 11",51.0,66066.0,491928275.0,3045.0,2
936,25,702658,sagittal,Scg2,secretogranin II,34.0,20254.0,491928275.0,2591.0,2
69015302,25,68602802,sagittal,Rab3gap2,RAB3 GTPase activating protein subunit 2,34.0,98732.0,491928275.0,40842.0,2
2682,25,702627,sagittal,Tle3,"transducin-like enhancer of split 3, homolog of Drosophila E(spl)",54.0,21887.0,491928275.0,21059.0,2
68563006,25,67966277,sagittal,Csnk1e,"casein kinase 1, epsilon",41.0,27373.0,491928275.0,121695.0,2
125,25,702629,sagittal,Atp5j,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F",42.0,11957.0,491928275.0,1272.0,2
68341406,25,67965772,sagittal,Pecr,peroxisomal trans-2-enoyl-CoA reductase,34.0,111175.0,491928275.0,69255.0,2
68341256,25,67965080,sagittal,Prkag2,"protein kinase, AMP-activated, gamma 2 non-catalytic subunit",50.0,108099.0,491928275.0,90952.0,2
67936417,25,356724,sagittal,Zfp790,zinc finger protein 790,52.0,233056.0,491928275.0,51695.0,2
2213,25,702771,sagittal,Fem1a,feminization 1 homolog a (C. elegans),43.0,14154.0,491928275.0,7713.0,2
69015290,25,68602802,sagittal,Fads2,fatty acid desaturase 2,45.0,56473.0,491928275.0,3149.0,2
69874168,25,69426128,sagittal,Slk,STE20-like kinase,45.0,20874.0,491928275.0,22515.0,2
69874162,25,69426128,sagittal,Slitrk6,"SLIT and NTRK-like family, member 6",40.0,239250.0,491928275.0,12986.0,2
68744050,25,68678081,sagittal,A630001G21Rik,RIKEN cDNA A630001G21 gene,34.0,319997.0,491928275.0,79992.0,2
1931,25,702767,sagittal,Best2,bestrophin 2,53.0,212989.0,491928275.0,41187.0,2
1598,25,702723,sagittal,Slc36a4,"solute carrier family 36 (proton/amino acid symporter), member 4",54.0,234967.0,491928275.0,56300.0,2
68301545,25,68123417,sagittal,Kctd9,potassium channel tetramerisation domain containing 9,40.0,105440.0,491928275.0,9754.0,2
68161468,25,392892,sagittal,Tecpr1,tectonin beta-propeller repeat containing 1,50.0,70381.0,491928275.0,9120.0,2
67978473,25,378413,sagittal,Mat2a,"methionine adenosyltransferase II, alpha",51.0,232087.0,491928275.0,38112.0,2
532635,25,227976,sagittal,Fip1l1,FIP1 like 1 (S. cerevisiae),50.0,66899.0,491928275.0,23439.0,2
532640,25,227976,sagittal,Dxo,decapping exoribonuclease,43.0,112403.0,491928275.0,38061.0,2
532637,25,227976,sagittal,Clk4,CDC like kinase 4,36.0,12750.0,491928275.0,56895.0,2
513480,25,220537,sagittal,Gnl2,guanine nucleotide binding protein-like 2 (nucleolar),49.0,230737.0,491928275.0,6858.0,2
68744062,25,68678081,sagittal,Metap1d,methionyl aminopeptidase type 1D (mitochondrial),47.0,66559.0,491928275.0,11987.0,2
69014854,25,68579632,sagittal,Eml2,echinoderm microtubule associated protein like 2,52.0,72205.0,491928275.0,8125.0,2
69015152,25,68579616,sagittal,4930503L19Rik,RIKEN cDNA 4930503L19 gene,44.0,269033.0,491928275.0,131195.0,2
1743,25,702888,sagittal,Dtd1,D-tyrosyl-tRNA deacylase 1,47.0,66044.0,491928275.0,5518.0,2
532744,25,276473,sagittal,Glg1,golgi apparatus protein 1,53.0,20340.0,491928275.0,7533.0,2
532664,25,275593,sagittal,Serbp1,serpine1 mRNA binding protein 1,51.0,66870.0,491928275.0,32275.0,2
68341346,25,67965088,sagittal,Pipox,pipecolic acid oxidase,36.0,19193.0,491928275.0,40640.0,2
68341430,25,67965776,sagittal,Dgkg,"diacylglycerol kinase, gamma",42.0,110197.0,491928275.0,1029.0,2
68341280,25,67965084,sagittal,Tmco4,transmembrane and coiled-coil domains 4,49.0,77056.0,491928275.0,57112.0,2
2530,25,702817,sagittal,Rgs14,regulator of G-protein signaling 14,39.0,51791.0,491928275.0,4735.0,2
1604,25,702790,sagittal,Cdkn2d,"cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)",54.0,12581.0,491928275.0,36081.0,2
76,25,702738,sagittal,Adcy3,adenylate cyclase 3,37.0,104111.0,491928275.0,2978.0,2
68631972,25,68203532,sagittal,Gmds,"GDP-mannose 4, 6-dehydratase",39.0,218138.0,491928275.0,75968.0,2
2360,25,702719,sagittal,Kpna4,karyopherin (importin) alpha 4,48.0,16649.0,491928275.0,20521.0,2
68341543,25,67965784,sagittal,Mgarp,mitochondria localized glutamic acid rich protein,48.0,67749.0,491928275.0,49858.0,2
68341519,25,67965784,sagittal,Adh1,alcohol dehydrogenase 1 (class I),48.0,11522.0,491928275.0,73888.0,2
1544,25,702693,sagittal,Tm7sf3,transmembrane 7 superfamily member 3,51.0,67623.0,491928275.0,9560.0,2
186,25,702653,sagittal,Calm3,calmodulin 3,52.0,12315.0,491928275.0,116117.0,2
501,25,702644,sagittal,Gls,glutaminase,34.0,14660.0,491928275.0,22726.0,2
93,25,702644,sagittal,Akap8,A kinase (PRKA) anchor protein 8,43.0,56399.0,491928275.0,4278.0,2
1007,25,702633,sagittal,Stmn4,stathmin-like 4,40.0,56471.0,491928275.0,10496.0,2
1178,25,702598,sagittal,Col6a2,"collagen, type VI, alpha 2",35.0,12834.0,491928275.0,1392.0,2
68196930,25,591119,sagittal,Atp6v0e,"ATPase, H+ transporting, lysosomal V0 subunit E",43.0,11974.0,491928275.0,2931.0,2
68196959,25,591131,sagittal,Gipc1,"GIPC PDZ domain containing family, member 1",53.0,67903.0,491928275.0,21167.0,2
69530816,25,69154291,sagittal,C130050O18Rik,RIKEN cDNA C130050O18 gene,50.0,319772.0,491928275.0,,2
2060,25,702884,sagittal,Gpr146,G protein-coupled receptor 146,50.0,80290.0,491928275.0,36472.0,2
1531,25,702799,sagittal,Rgs19,regulator of G-protein signaling 19,47.0,56470.0,491928275.0,23320.0,2
1594,25,702769,sagittal,Srpr,signal recognition particle receptor ('docking protein'),54.0,67398.0,491928275.0,2364.0,2
896,25,702633,sagittal,Rfx1,"regulatory factor X, 1 (influences HLA class II expression)",53.0,19724.0,491928275.0,2189.0,2
608,25,702639,sagittal,Jund,jun D proto-oncogene,53.0,16478.0,491928275.0,3910.0,2
575,25,702639,sagittal,Hoxa9,homeobox A9,51.0,15405.0,491928275.0,7766.0,2
69885756,25,69434185,sagittal,Srrm1,serine/arginine repetitive matrix 1,49.0,51796.0,491928275.0,21187.0,2
153,25,702646,sagittal,Zfp362,zinc finger protein 362,49.0,230761.0,491928275.0,77409.0,2
2148,25,702548,sagittal,Dip2a,DIP2 disco-interacting protein 2 homolog A (Drosophila),35.0,64451.0,491928275.0,41012.0,2
68844725,25,68678273,sagittal,Cbfa2t2,"core-binding factor, runt domain, alpha subunit 2, translocated to, 2 (human)",47.0,12396.0,491928275.0,3733.0,2
68844743,25,68678273,sagittal,Rnf38,ring finger protein 38,49.0,73469.0,491928275.0,32550.0,2
68844689,25,68678269,sagittal,Mcm6,"minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)",34.0,17219.0,491928275.0,4322.0,2
68844158,25,68678257,sagittal,Sertad4,SERTA domain containing 4,34.0,214791.0,491928275.0,10483.0,2
68844140,25,68678257,sagittal,Ube2v2,ubiquitin-conjugating enzyme E2 variant 2,42.0,70620.0,491928275.0,55739.0,2
68844086,25,68678219,sagittal,Nfasc,neurofascin,34.0,269116.0,491928275.0,24945.0,2
68843895,25,68678203,sagittal,Hps4,Hermansky-Pudlak syndrome 4 homolog (human),50.0,192232.0,491928275.0,11123.0,2
68844182,25,68678265,sagittal,Sh3tc1,SH3 domain and tetratricopeptide repeats 1,50.0,231147.0,491928275.0,10360.0,2
68844044,25,68678215,sagittal,Atl1,atlastin GTPase 1,37.0,73991.0,491928275.0,9302.0,2
68843841,25,68678195,sagittal,Arnt2,aryl hydrocarbon receptor nuclear translocator 2,52.0,11864.0,491928275.0,7230.0,2
68196975,25,591139,sagittal,Pfkp,"phosphofructokinase, platelet",39.0,56421.0,491928275.0,20579.0,2
69015655,25,68602842,sagittal,Ap2a1,"adaptor-related protein complex 2, alpha 1 subunit",52.0,11771.0,491928275.0,68997.0,2
69014985,25,68579599,sagittal,Ube2o,ubiquitin-conjugating enzyme E2O,36.0,217342.0,491928275.0,11113.0,2
68196910,25,591071,sagittal,Zfp286,zinc finger protein 286,36.0,192651.0,491928275.0,56892.0,2
68633357,25,68203608,sagittal,5430435G22Rik,RIKEN cDNA 5430435G22 gene,34.0,226421.0,491928275.0,64833.0,2
68341501,25,67965780,sagittal,Pdzk1ip1,PDZK1 interacting protein 1,49.0,67182.0,491928275.0,4213.0,2
68196939,25,591083,sagittal,Kbtbd2,kelch repeat and BTB (POZ) domain containing 2,51.0,210973.0,491928275.0,17122.0,2
638735,25,589936,sagittal,Nln,neurolysin (metallopeptidase M3 family),39.0,75805.0,491928275.0,69315.0,2
641546,25,589936,sagittal,Acot9,acyl-CoA thioesterase 9,57.0,56360.0,491928275.0,8206.0,2
68160845,25,382806,sagittal,Rgma,repulsive guidance molecule family member A,52.0,244058.0,491928275.0,10626.0,2
2598,25,702881,sagittal,Slc26a8,"solute carrier family 26, member 8",43.0,224661.0,491928275.0,27095.0,2
2692,25,702775,sagittal,Traf2,TNF receptor-associated factor 2,47.0,22030.0,491928275.0,22520.0,2
69671588,25,69154887,sagittal,Dpm1,dolichol-phosphate (beta-D) mannosyltransferase 1,47.0,13480.0,491928275.0,2865.0,2
2316,25,702768,sagittal,Il11ra1,"interleukin 11 receptor, alpha chain 1",49.0,16157.0,491928275.0,88705.0,2
1262,25,702723,sagittal,Pfn2,profilin 2,48.0,18645.0,491928275.0,1974.0,2
190,25,702712,sagittal,Camk2g,calcium/calmodulin-dependent protein kinase II gamma,40.0,12325.0,491928275.0,15596.0,2
167,25,702698,sagittal,Bsg,basigin,35.0,12215.0,491928275.0,1308.0,2
809,25,702659,sagittal,Pld3,"phospholipase D family, member 3",52.0,18807.0,491928275.0,7893.0,2
69015763,25,68602814,sagittal,Chordc1,"cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1",54.0,66917.0,491928275.0,8111.0,2
69015649,25,68602842,sagittal,Pitpnb,"phosphatidylinositol transfer protein, beta",50.0,56305.0,491928275.0,4533.0,2
69015667,25,68602842,sagittal,Wwox,WW domain-containing oxidoreductase,53.0,80707.0,491928275.0,56334.0,2
69015260,25,68579657,sagittal,Krt20,keratin 20,36.0,66809.0,491928275.0,56837.0,2
567,25,702639,sagittal,Hlf,hepatic leukemia factor,36.0,217082.0,491928275.0,31074.0,2
363,25,702546,sagittal,Rcan1,regulator of calcineurin 1,42.0,54720.0,491928275.0,3251.0,2
839,25,702509,sagittal,Prkca,"protein kinase C, alpha",36.0,18750.0,491928275.0,55679.0,2
532757,25,276481,sagittal,Fam173b,"family with sequence similarity 173, member B",41.0,68073.0,491928275.0,16780.0,2
532706,25,275637,sagittal,Sbk1,SH3-binding kinase 1,52.0,104175.0,491928275.0,17084.0,2
532764,25,275609,sagittal,Ptk2,PTK2 protein tyrosine kinase 2,41.0,14083.0,491928275.0,7314.0,2
532729,25,275597,sagittal,Rgs12,regulator of G-protein signaling 12,50.0,71729.0,491928275.0,2195.0,2
532673,25,275601,sagittal,Dpp7,dipeptidylpeptidase 7,47.0,83768.0,491928275.0,22748.0,2
2650,25,702879,sagittal,Syt11,synaptotagmin XI,48.0,229521.0,491928275.0,23120.0,2
69530828,25,69154291,sagittal,Mysm1,"myb-like, SWIRM and MPN domains 1",49.0,320713.0,491928275.0,66204.0,2
2052,25,702773,sagittal,Ciao1,cytosolic iron-sulfur protein assembly 1,47.0,26371.0,491928275.0,55850.0,2
516,25,702743,sagittal,Gng4,"guanine nucleotide binding protein (G protein), gamma 4",39.0,14706.0,491928275.0,3299.0,2
70786749,25,70666201,sagittal,Gm12866,predicted gene 12866,49.0,433751.0,491928275.0,,2
2266,25,702714,sagittal,Gnat1,"guanine nucleotide binding protein, alpha transducing 1",54.0,14685.0,491928275.0,20084.0,2
2180,25,702708,sagittal,Ei24,etoposide induced 2.4 mRNA,54.0,13663.0,491928275.0,3588.0,2
877,25,702699,sagittal,Os9,amplified in osteosarcoma,35.0,216440.0,491928275.0,31409.0,2
71380513,25,70494560,sagittal,Cfap54,cilia and flagella associated protein 54,35.0,380654.0,491928275.0,131824.0,2
72004438,25,71907046,sagittal,Tlr3,toll-like receptor 3,53.0,142980.0,491928275.0,20696.0,2
69116329,25,68748510,sagittal,Gkap1,G kinase anchoring protein 1,39.0,56278.0,491928275.0,10515.0,2
70595871,25,69778879,sagittal,LOC329302,similar to CDC42-binding protein kinase alpha; mytonic dystrophy kinase-related Cdc42-binding kinase,45.0,329302.0,491928275.0,,2
69116709,25,68748566,sagittal,2010107E04Rik,RIKEN cDNA 2010107E04 gene,37.0,70257.0,491928275.0,129848.0,2
70238890,25,69571233,sagittal,Dmp1,dentin matrix protein 1,50.0,13406.0,491928275.0,68396.0,2
69116721,25,68748534,sagittal,Bbs5,Bardet-Biedl syndrome 5 (human),47.0,72569.0,491928275.0,12471.0,2
69887319,25,69434189,sagittal,Stag3,stromal antigen 3,50.0,50878.0,491928275.0,40844.0,2
69116457,25,68748554,sagittal,Asb17,ankyrin repeat and SOCS box-containing 17,48.0,66772.0,491928275.0,12031.0,2
68745293,25,68678183,sagittal,Ctsk,cathepsin K,48.0,13038.0,491928275.0,68053.0,2
69014901,25,68579595,sagittal,Ikbip,IKBKB interacting protein,35.0,67454.0,491928275.0,12138.0,2
68341489,25,67965780,sagittal,1700021F05Rik,RIKEN cDNA 1700021F05 gene,35.0,67851.0,491928275.0,41137.0,2
140,25,702643,sagittal,Islr2,immunoglobulin superfamily containing leucine-rich repeat 2,54.0,320563.0,491928275.0,10833.0,2
1042,25,702623,sagittal,Tbr1,T-box brain gene 1,47.0,21375.0,491928275.0,4807.0,2
1469,25,702558,sagittal,AI606473,expressed sequence AI606473,48.0,99686.0,491928275.0,,2
1161,25,702491,sagittal,Kank2,KN motif and ankyrin repeat domains 2,54.0,235041.0,491928275.0,9163.0,2
68161457,25,382814,sagittal,Xrcc4,X-ray repair complementing defective repair in Chinese hamster cells 4,39.0,108138.0,491928275.0,2555.0,2
69169714,25,68770594,sagittal,Scamp1,secretory carrier membrane protein 1,39.0,107767.0,491928275.0,37975.0,2
1457,25,702769,sagittal,Gnb5,"guanine nucleotide binding protein (G protein), beta 5",54.0,14697.0,491928275.0,40714.0,2
2644,25,702750,sagittal,Aurka,aurora kinase A,47.0,20878.0,491928275.0,2670.0,2
2003,25,702744,sagittal,Hectd2,HECT domain containing 2,45.0,226098.0,491928275.0,6280.0,2
73927670,25,71993647,sagittal,7120438E14Rik*,RIKEN cDNA 7120438E14 gene (non-RefSeq),,,,,2
73818809,25,71903176,sagittal,Slc7a12,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 12",48.0,140918.0,491928275.0,76812.0,2
977,25,702704,sagittal,Slc5a3,"solute carrier family 5 (inositol transporters), member 3",42.0,53881.0,491928275.0,31412.0,2
69116763,25,68749224,sagittal,1700010I14Rik,RIKEN cDNA 1700010I14 gene,43.0,66931.0,491928275.0,49841.0,2
69116727,25,68748534,sagittal,1700026D08Rik,RIKEN cDNA 1700026D08 gene,52.0,75556.0,491928275.0,12605.0,2
69116990,25,68749240,sagittal,Mrpl1,mitochondrial ribosomal protein L1,50.0,94061.0,491928275.0,41355.0,2
1085,25,702697,sagittal,Txnip,thioredoxin interacting protein,48.0,56338.0,491928275.0,38186.0,2
68667940,25,68349975,sagittal,Fastkd5,FAST kinase domains 5,47.0,380601.0,491928275.0,36400.0,2
68341286,25,67965084,sagittal,Cbs,cystathionine beta-synthase,43.0,12411.0,491928275.0,37258.0,2
843,25,702659,sagittal,Prkcz,"protein kinase C, zeta",49.0,18762.0,491928275.0,55681.0,2
97,25,702649,sagittal,Ap2b1,"adaptor-related protein complex 2, beta 1 subunit",36.0,71770.0,491928275.0,68176.0,2
897,25,702633,sagittal,Rfx1,"regulatory factor X, 1 (influences HLA class II expression)",53.0,19724.0,491928275.0,2189.0,2
2500,25,702491,sagittal,Ppm1g,"protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform",50.0,14208.0,491928275.0,31106.0,2
587,25,702473,sagittal,Icmt,isoprenylcysteine carboxyl methyltransferase,49.0,57295.0,491928275.0,5735.0,2
68191126,25,413748,sagittal,Mansc1,MANSC domain containing 1,51.0,67729.0,491928275.0,49522.0,2
532715,25,275641,sagittal,Etv5,ets variant 5,42.0,104156.0,491928275.0,3276.0,2
532712,25,275641,sagittal,Extl2,exostoses (multiple)-like 2,48.0,58193.0,491928275.0,1102.0,2
532739,25,276469,sagittal,Pds5a,"PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae)",50.0,71521.0,491928275.0,22877.0,2
545094,25,276489,sagittal,Wdr60,WD repeat domain 60,37.0,217935.0,491928275.0,23067.0,2
545089,25,276489,sagittal,Pdzd11,PDZ domain containing 11,57.0,72621.0,491928275.0,9530.0,2
532751,25,276477,sagittal,Psmd5,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 5",47.0,66998.0,491928275.0,37999.0,2
81600570,25,6513,sagittal,Slc15a1,"solute carrier family 15 (oligopeptide transporter), member 1",40.0,56643.0,491928275.0,38006.0,2
2322,25,702880,sagittal,Impg1,interphotoreceptor matrix proteoglycan 1,54.0,63859.0,491928275.0,1201.0,2
1678,25,702866,sagittal,Ankrd54,ankyrin repeat domain 54,41.0,223690.0,491928275.0,16352.0,2
2400,25,702854,sagittal,Mapk14,mitogen-activated protein kinase 14,43.0,26416.0,491928275.0,31777.0,2
69887397,25,69434197,sagittal,Strn3,"striatin, calmodulin binding protein 3",37.0,94186.0,491928275.0,82078.0,2
69887325,25,69434189,sagittal,Star,steroidogenic acute regulatory protein,53.0,20845.0,491928275.0,297.0,2
69012681,25,68615501,sagittal,Hsp90aa1,"heat shock protein 90, alpha (cytosolic), class A member 1",37.0,15519.0,491928275.0,68464.0,2
68341645,25,67965805,sagittal,Taok1,TAO kinase 1,36.0,216965.0,491928275.0,27041.0,2
68341621,25,67965805,sagittal,Ppcs,phosphopantothenoylcysteine synthetase,49.0,106564.0,491928275.0,6173.0,2
1618,25,702790,sagittal,Gpc4,glypican 4,57.0,14735.0,491928275.0,55582.0,2
676,25,702705,sagittal,ND3,NADH dehydrogenase subunit 3,55.0,17718.0,491928275.0,5018.0,2
903,25,702652,sagittal,Rora,RAR-related orphan receptor alpha,54.0,19883.0,491928275.0,56594.0,2
135,25,702594,sagittal,Tmem50b,transmembrane protein 50B,42.0,77975.0,491928275.0,21234.0,2
1118,25,702558,sagittal,Wrb,tryptophan rich basic protein,42.0,71446.0,491928275.0,37945.0,2
632516,25,594521,sagittal,Lrrc40,leucine rich repeat containing 40,48.0,67144.0,491928275.0,9825.0,2
632506,25,594517,sagittal,Ctss,cathepsin S,48.0,13040.0,491928275.0,20867.0,2
632486,25,594501,sagittal,Ppp4c,"protein phosphatase 4, catalytic subunit",52.0,56420.0,491928275.0,2038.0,2
68196917,25,591075,sagittal,Ogfod1,2-oxoglutarate and iron-dependent oxygenase domain containing 1,53.0,270086.0,491928275.0,41238.0,2
68196916,25,591075,sagittal,Ipo11,importin 11,39.0,76582.0,491928275.0,7089.0,2
641540,25,589948,sagittal,Cspp1,centrosome and spindle pole associated protein 1,34.0,211660.0,491928275.0,23487.0,2
641544,25,589948,sagittal,Ubxn4,UBX domain protein 4,34.0,67812.0,491928275.0,40962.0,2
